,city,date_mutation,latitude,longitude,nombre_pieces_principales,surface_reelle_bati,surface_terrain,type_local,valeur_fonciere
41,Aigrefeuille-sur-Maine,2016,47.082477000000004,-1.405356,4.0,81.0,249.0,Maison,172000.0
42,Aigrefeuille-sur-Maine,2014,47.080657,-1.4031040000000001,5.0,91.0,578.0,Maison,215000.0
43,Abbaretz,2015,47.552908,-1.5324229999999999,3.0,103.0,157.0,Maison,120000.0
44,Aigrefeuille-sur-Maine,2015,47.081111,-1.406193,5.0,128.0,1139.0,Maison,190000.0
45,Abbaretz,2018,47.553886999999996,-1.5386790000000001,5.0,95.0,602.0,Maison,170000.0
46,Abbaretz,2016,47.533186,-1.526672,3.0,96.0,1874.0,Maison,51350.0
47,Abbaretz,2018,47.55386,-1.538299,4.0,121.0,951.0,Maison,202000.0
48,Abbaretz,2019,47.540576,-1.478631,2.0,100.0,2012.0,Maison,450000.0
49,Abbaretz,2017,47.575912,-1.528538,0.0,250.0,2982.0,Local industriel. commercial ou assimilé,50500.0
50,Aigrefeuille-sur-Maine,2016,47.083248,-1.405506,5.0,110.0,722.0,Maison,220000.0
51,Abbaretz,2018,47.575657,-1.518222,3.0,104.0,2040.0,Maison,180000.0
52,Aigrefeuille-sur-Maine,2015,47.081358,-1.409346,4.0,88.0,432.0,Maison,150000.0
53,Abbaretz,2018,47.55839,-1.5280200000000002,3.0,69.0,2150.0,Maison,68000.0
54,Abbaretz,2019,47.551369,-1.532278,0.0,,141.0,Dépendance,40000.0
55,Abbaretz,2014,47.566959000000004,-1.509524,2.0,50.0,335.0,Maison,30000.0
56,Abbaretz,2015,47.552351,-1.5328620000000002,3.0,67.0,150.0,Maison,86000.0
57,Aigrefeuille-sur-Maine,2019,47.081948,-1.408955,4.0,100.0,1016.0,Maison,220000.0
58,Abbaretz,2016,47.586807,-1.5329139999999999,4.0,124.0,1040.0,Maison,125000.0
59,Abbaretz,2015,47.552337,-1.530583,0.0,1450.0,1328.0,Local industriel. commercial ou assimilé,145000.0
60,Abbaretz,2018,47.552766,-1.525685,4.0,113.0,258.0,Maison,41000.0
61,Abbaretz,2017,47.547725,-1.533115,0.0,45.0,305.0,Local industriel. commercial ou assimilé,12000.0
62,Abbaretz,2014,47.567772,-1.510256,3.0,105.0,2168.0,Maison,95000.0
63,Abbaretz,2016,47.562064,-1.532622,4.0,100.0,341.0,Maison,200000.0
64,Abbaretz,2016,47.552345,-1.5361040000000001,4.0,75.0,810.0,Maison,150000.0
65,Abbaretz,2014,47.553298,-1.5266899999999999,4.0,100.0,1055.0,Maison,130500.0
66,Abbaretz,2019,47.559403,-1.517585,5.0,132.0,5081.0,Maison,262500.0
67,Abbaretz,2016,47.550359,-1.513722,3.0,121.0,316.0,Maison,190000.0
68,Abbaretz,2016,47.565158000000004,-1.510621,2.0,73.0,722.0,Maison,95000.0
69,Abbaretz,2018,47.559201,-1.510453,3.0,57.0,723.0,Maison,75000.0
70,Abbaretz,2018,47.554164,-1.537544,4.0,78.0,705.0,Maison,135000.0
71,Abbaretz,2016,47.552997,-1.532376,3.0,69.0,78.0,Maison,95000.0
72,Abbaretz,2015,47.571216,-1.496053,3.0,65.0,1964.0,Maison,65000.0
73,Abbaretz,2014,47.552481,-1.531299,6.0,170.0,605.0,Maison,176000.0
74,Abbaretz,2019,47.563145,-1.5465440000000001,3.0,97.0,775.0,Maison,105000.0
75,Aigrefeuille-sur-Maine,2016,47.082775,-1.4063620000000001,5.0,107.0,794.0,Maison,230000.0
76,Abbaretz,2019,47.55162,-1.539615,5.0,91.0,554.0,Maison,160000.0
77,Aigrefeuille-sur-Maine,2019,47.078367,-1.403959,4.0,77.0,367.0,Maison,196000.0
78,Abbaretz,2019,47.551968,-1.540039,3.0,78.0,1170.0,Maison,120000.0
79,Abbaretz,2017,47.552353000000004,-1.5373700000000001,5.0,88.0,1500.0,Maison,165000.0
80,Abbaretz,2018,47.576559,-1.528704,4.0,98.0,1263.0,Maison,180000.0
81,Abbaretz,2019,47.544855,-1.4922229999999999,2.0,93.0,777.0,Maison,130000.0
82,Aigrefeuille-sur-Maine,2015,47.081472,-1.406132,4.0,99.0,804.0,Maison,215000.0
83,Abbaretz,2017,47.552749,-1.532823,2.0,100.0,205.0,Maison,102000.0
84,Abbaretz,2015,47.570788,-1.450679,3.0,133.0,5813.0,Maison,170000.0
85,Abbaretz,2017,47.554051,-1.514994,2.0,87.0,1173.0,Maison,216000.0
86,Aigrefeuille-sur-Maine,2018,47.081433000000004,-1.4090989999999999,4.0,84.0,384.0,Maison,200000.0
87,Abbaretz,2018,47.55292,-1.536804,6.0,160.0,669.0,Maison,182000.0
88,Abbaretz,2015,47.566894,-1.5096450000000001,0.0,,96.0,Dépendance,10000.0
89,Abbaretz,2016,47.552461,-1.534621,2.0,61.0,144.0,Maison,132800.0
90,Abbaretz,2018,47.552806,-1.5254530000000002,6.0,122.0,615.0,Maison,137000.0
91,Abbaretz,2014,47.554565000000004,-1.531772,3.0,50.0,400.0,Maison,85000.0
92,Abbaretz,2018,47.55409,-1.538736,4.0,166.0,605.0,Maison,75000.0
93,Abbaretz,2019,47.553974,-1.515818,3.0,78.0,1.0,Maison,1.0
94,Abbaretz,2015,47.569237,-1.496998,2.0,60.0,455.0,Maison,111000.0
95,Abbaretz,2017,47.568707,-1.503174,4.0,93.0,570.0,Maison,150000.0
96,Aigrefeuille-sur-Maine,2016,47.081278999999995,-1.407828,5.0,109.0,500.0,Maison,223000.0
97,Abbaretz,2014,47.554282,-1.540275,3.0,73.0,630.0,Maison,100000.0
98,Abbaretz,2019,47.568636,-1.498227,5.0,166.0,1030.0,Maison,300000.0
99,Abbaretz,2018,47.567877,-1.49728,1.0,55.0,1837.0,Maison,88000.0
100,Abbaretz,2017,47.553026,-1.53464,3.0,80.0,97.0,Maison,68000.0
101,Aigrefeuille-sur-Maine,2018,47.083248,-1.405506,5.0,110.0,722.0,Maison,272000.0
102,Abbaretz,2018,47.55225,-1.532398,5.0,92.0,59.0,Maison,51000.0
