,date_mutation,city,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain
0,2019,Abbaretz,90000.0,Maison,56.0,3.0,2224.0
1,2019,Abbaretz,272000.0,Maison,416.0,11.0,3277.0
2,2019,Abbaretz,130000.0,Maison,93.0,2.0,777.0
