,date_mutation,city,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain
0,2019,Abbaretz,419500.0,Maison,104.0,3,1287.0
1,2019,Abbaretz,419500.0,Maison,267.0,6,2193.0
2,2019,Abbaretz,419500.0,Maison,267.0,6,1000.0
