,date_mutation,city,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
3,2014,Abbaretz,95000.0,Maison,105.0,3.0,2168.0,-1.510256,47.567772
