,date_mutation,city,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
1,2015,Abbaretz,170000.0,Maison,133.0,3.0,5813.0,-1.450679,47.570788
